feedback_id,bearing_id,raw_label,fault_type,fault_position,fault_severity,diagnosis_confidence,rca_text,fault_evolution_text,rca_confidence,true_reason_id,true_reason_type,true_stage
BFB-01155,BRG-01155,IR014,inner_race_fault,inner_race,medium,0.6671,结合振动、峭度和温升特征，内圈故障与装配阶段异常高度一致，优先追溯到 BASM-01155。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.585,BASM-01155,AssemblyRecord,assembly
BFB-01156,BRG-01156,B014,rolling_element_fault,rolling_element,medium,0.7609,该样本的生命周期风险在制造阶段较突出，能够解释当前中等滚动体故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.5638,BMAN-00606,ManufacturingBatch,manufacturing
BFB-01157,BRG-01157,B014,rolling_element_fault,rolling_element,medium,0.7314,诊断结果显示轴承出现中等滚动体故障，根因更可能来自装配阶段实体 BASM-01157 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6172,BASM-01157,AssemblyRecord,assembly
BFB-01158,BRG-01158,B021,rolling_element_fault,rolling_element,severe,0.7557,诊断结果显示轴承出现严重滚动体故障，根因更可能来自检测阶段实体 BINSP-01158 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重滚动体故障。,0.6802,BINSP-01158,InspectionRecord,inspection
BFB-01159,BRG-01159,OR007,outer_race_fault,outer_race,slight,0.6493,该样本的生命周期风险在材料阶段较突出，能够解释当前轻微外圈故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微外圈故障。,0.6901,BMAT-00140,MaterialBatch,material
BFB-01160,BRG-01160,B014,rolling_element_fault,rolling_element,medium,0.7,该样本的生命周期风险在装配阶段较突出，能够解释当前中等滚动体故障的主要失效模式。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7661,BASM-01160,AssemblyRecord,assembly
BFB-01161,BRG-01161,B014,rolling_element_fault,rolling_element,medium,0.7783,结合振动、峭度和温升特征，滚动体故障与装配阶段异常高度一致，优先追溯到 BASM-01161。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6523,BASM-01161,AssemblyRecord,assembly
BFB-01162,BRG-01162,OR014,outer_race_fault,outer_race,medium,0.7709,该样本的生命周期风险在装配阶段较突出，能够解释当前中等外圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6683,BASM-01162,AssemblyRecord,assembly
BFB-01163,BRG-01163,B014,rolling_element_fault,rolling_element,medium,0.6962,该样本的生命周期风险在装配阶段较突出，能够解释当前中等滚动体故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6709,BASM-01163,AssemblyRecord,assembly
BFB-01164,BRG-01164,Normal,normal,none,normal,0.9006,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.7864,NORMAL_BASELINE,QualityFeedback,feedback
BFB-01165,BRG-01165,OR007,outer_race_fault,outer_race,slight,0.6817,诊断结果显示轴承出现轻微外圈故障，根因更可能来自制造阶段实体 BMAN-00816 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.7461,BMAN-00816,ManufacturingBatch,manufacturing
BFB-01166,BRG-01166,IR014,inner_race_fault,inner_race,medium,0.6931,该样本的生命周期风险在装配阶段较突出，能够解释当前中等内圈故障的主要失效模式。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.5987,BASM-01166,AssemblyRecord,assembly
BFB-01167,BRG-01167,OR014,outer_race_fault,outer_race,medium,0.6392,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00787。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.6162,BMAN-00787,ManufacturingBatch,manufacturing
BFB-01168,BRG-01168,OR021,outer_race_fault,outer_race,severe,0.7188,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00170。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重外圈故障。,0.6614,BMAN-00170,ManufacturingBatch,manufacturing
BFB-01169,BRG-01169,IR007,inner_race_fault,inner_race,slight,0.6581,诊断结果显示轴承出现轻微内圈故障，根因更可能来自材料阶段实体 BMAT-00270 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6936,BMAT-00270,MaterialBatch,material
BFB-01170,BRG-01170,Normal,normal,none,normal,0.9132,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.7854,NORMAL_BASELINE,QualityFeedback,feedback
BFB-01171,BRG-01171,OR021,outer_race_fault,outer_race,severe,0.7279,该样本的生命周期风险在设计阶段较突出，能够解释当前严重外圈故障的主要失效模式。,风险首先在设计阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7972,BDES-00389,BearingDesignSpec,design
BFB-01172,BRG-01172,Normal,normal,none,normal,0.9551,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8165,NORMAL_BASELINE,QualityFeedback,feedback
BFB-01173,BRG-01173,IR014,inner_race_fault,inner_race,medium,0.7589,诊断结果显示轴承出现中等内圈故障，根因更可能来自设计阶段实体 BDES-00078 的风险累积。,风险首先在设计阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7086,BDES-00078,BearingDesignSpec,design
BFB-01174,BRG-01174,IR014,inner_race_fault,inner_race,medium,0.7297,该样本的生命周期风险在运维阶段较突出，能够解释当前中等内圈故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6894,BOPR-01174,MaintenanceRecord,operation
BFB-01175,BRG-01175,Normal,normal,none,normal,0.9225,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8833,NORMAL_BASELINE,QualityFeedback,feedback
BFB-01176,BRG-01176,Normal,normal,none,normal,0.9225,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8891,NORMAL_BASELINE,QualityFeedback,feedback
BFB-01177,BRG-01177,B007,rolling_element_fault,rolling_element,slight,0.687,该样本的生命周期风险在制造阶段较突出，能够解释当前轻微滚动体故障的主要失效模式。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6734,BMAN-00359,ManufacturingBatch,manufacturing
BFB-01178,BRG-01178,Normal,normal,none,normal,0.9582,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8753,NORMAL_BASELINE,QualityFeedback,feedback
BFB-01179,BRG-01179,OR021,outer_race_fault,outer_race,severe,0.7182,诊断结果显示轴承出现严重外圈故障，根因更可能来自装配阶段实体 BASM-01179 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重外圈故障。,0.7047,BASM-01179,AssemblyRecord,assembly
BFB-01180,BRG-01180,B014,rolling_element_fault,rolling_element,medium,0.8075,该样本的生命周期风险在运维阶段较突出，能够解释当前中等滚动体故障的主要失效模式。,风险首先在运维阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7243,BOPR-01180,MaintenanceRecord,operation
BFB-01181,BRG-01181,Normal,normal,none,normal,0.9524,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.812,NORMAL_BASELINE,QualityFeedback,feedback
BFB-01182,BRG-01182,Normal,normal,none,normal,0.9287,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.7988,NORMAL_BASELINE,QualityFeedback,feedback
BFB-01183,BRG-01183,IR021,inner_race_fault,inner_race,severe,0.748,该样本的生命周期风险在制造阶段较突出，能够解释当前严重内圈故障的主要失效模式。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.6537,BMAN-00657,ManufacturingBatch,manufacturing
BFB-01184,BRG-01184,B014,rolling_element_fault,rolling_element,medium,0.6466,结合振动、峭度和温升特征，滚动体故障与制造阶段异常高度一致，优先追溯到 BMAN-00462。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.6195,BMAN-00462,ManufacturingBatch,manufacturing
BFB-01185,BRG-01185,OR014,outer_race_fault,outer_race,medium,0.718,结合振动、峭度和温升特征，外圈故障与材料阶段异常高度一致，优先追溯到 BMAT-00332。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等外圈故障。,0.695,BMAT-00332,MaterialBatch,material
BFB-01186,BRG-01186,OR021,outer_race_fault,outer_race,severe,0.7368,该样本的生命周期风险在材料阶段较突出，能够解释当前严重外圈故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重外圈故障。,0.6922,BMAT-00496,MaterialBatch,material
BFB-01187,BRG-01187,IR007,inner_race_fault,inner_race,slight,0.6685,结合振动、峭度和温升特征，内圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00351。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为轻微内圈故障。,0.7091,BMAN-00351,ManufacturingBatch,manufacturing
BFB-01188,BRG-01188,IR014,inner_race_fault,inner_race,medium,0.7686,该样本的生命周期风险在设计阶段较突出，能够解释当前中等内圈故障的主要失效模式。,风险首先在设计阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.649,BDES-00511,BearingDesignSpec,design
BFB-01189,BRG-01189,OR014,outer_race_fault,outer_race,medium,0.7402,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00835。,风险首先在制造阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7075,BMAN-00835,ManufacturingBatch,manufacturing
BFB-01190,BRG-01190,B014,rolling_element_fault,rolling_element,medium,0.7614,诊断结果显示轴承出现中等滚动体故障，根因更可能来自装配阶段实体 BASM-01190 的风险累积。,风险首先在装配阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.7104,BASM-01190,AssemblyRecord,assembly
BFB-01191,BRG-01191,B014,rolling_element_fault,rolling_element,medium,0.6884,诊断结果显示轴承出现中等滚动体故障，根因更可能来自材料阶段实体 BMAT-00301 的风险累积。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6805,BMAT-00301,MaterialBatch,material
BFB-01192,BRG-01192,OR021,outer_race_fault,outer_race,severe,0.7799,诊断结果显示轴承出现严重外圈故障，根因更可能来自装配阶段实体 BASM-01192 的风险累积。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为严重外圈故障。,0.638,BASM-01192,AssemblyRecord,assembly
BFB-01193,BRG-01193,OR007,outer_race_fault,outer_race,slight,0.6851,结合振动、峭度和温升特征，外圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00689。,异常由微小缺陷逐步发展为周期性冲击，检测指标随严重度上升而同步恶化。,0.6161,BMAN-00689,ManufacturingBatch,manufacturing
BFB-01194,BRG-01194,B007,rolling_element_fault,rolling_element,slight,0.7628,结合振动、峭度和温升特征，滚动体故障与材料阶段异常高度一致，优先追溯到 BMAT-00382。,风险首先在材料阶段形成隐患，运行中持续放大，并通过温度与振动指标表现出来。,0.646,BMAT-00382,MaterialBatch,material
BFB-01195,BRG-01195,IR014,inner_race_fault,inner_race,medium,0.6949,结合振动、峭度和温升特征，内圈故障与制造阶段异常高度一致，优先追溯到 BMAN-00783。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等内圈故障。,0.737,BMAN-00783,ManufacturingBatch,manufacturing
BFB-01196,BRG-01196,B014,rolling_element_fault,rolling_element,medium,0.7136,该样本的生命周期风险在装配阶段较突出，能够解释当前中等滚动体故障的主要失效模式。,早期表现为局部接触应力升高，随后振动冲击增强，最终演化为中等滚动体故障。,0.8044,BASM-01196,AssemblyRecord,assembly
BFB-01197,BRG-01197,Normal,normal,none,normal,0.9102,该轴承样本生命周期风险较低，未形成明确故障追溯链。,运行状态平稳，检测指标未呈现持续恶化趋势。,0.8716,NORMAL_BASELINE,QualityFeedback,feedback
