case_id,feedback_id,root_sensor,root_sensor_confidence,secondary_sensor,secondary_sensor_confidence,root_component_code,root_component_name,component_confidence,rca_confidence,rca_text,fault_evolution_text
HCASE-01216,HFB-01216,PS4,0.714,PS5,0.5723,C002,方向控制阀,0.7381,0.623,方向控制阀出现中度阀芯卡滞，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01216。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-01217,HFB-01217,PS3,0.8399,PS3,0.7349,C009,单向阀,0.7546,0.5363,结合传感器能量和检测记录，卸荷阀的泄漏异常与制造阶段高风险实体 HMAN-00266 一致。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-01218,HFB-01218,PS3,0.8865,PS2,0.5405,C002,方向控制阀,0.7948,0.639,该案例表现为轻微振动异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-01219,HFB-01219,PS2,0.7625,PS5,0.5635,C011,管路总成,0.7484,0.5663,管路总成出现轻微压力异常，生命周期风险集中在设计阶段，建议优先追溯 HPIP-00226。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-01220,HFB-01220,PS1,0.7766,TS1,0.5332,C011,管路总成,0.7688,0.6209,结合传感器能量和检测记录，管路总成的流量异常与材料阶段高风险实体 HMAT-00447 一致。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-01221,HFB-01221,PS2,0.7698,PS3,0.7321,C009,单向阀,0.736,0.5893,该案例表现为轻微泄漏异常，根因更可能由装配阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-01222,HFB-01222,PS2,0.7905,PS2,0.6917,C009,单向阀,0.6914,0.5511,结合传感器能量和检测记录，单向阀的泄漏异常与运维阶段高风险实体 HOPR-01222 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-01223,HFB-01223,FS2,0.7516,VS1,0.5597,C008,液压油箱,0.75,0.6158,该案例表现为中度温度异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-01224,HFB-01224,PS6,0.8474,PS2,0.7307,C005,蓄能器,0.7725,0.6358,结合传感器能量和检测记录，蓄能器的压力异常与装配阶段高风险实体 HASM-01224 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-01225,HFB-01225,VS1,0.7256,PS4,0.5376,C011,管路总成,0.7338,0.5543,管路总成出现轻微流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01225。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-01226,HFB-01226,FS1,0.8297,FS1,0.726,C007,过滤器,0.7672,0.6411,该案例表现为轻微振动异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。
HCASE-01227,HFB-01227,FS2,0.7585,PS3,0.5175,C003,作动筒,0.7198,0.5422,作动筒出现轻微流量异常，生命周期风险集中在检测阶段，建议优先追溯 HINSP-01227。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-01228,HFB-01228,FS1,0.6555,VS1,0.5464,C012,卸荷阀,0.6602,0.5538,结合传感器能量和检测记录，卸荷阀的温度异常与运维阶段高风险实体 HOPR-01228 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-01229,HFB-01229,FS2,0.7073,VS1,0.5339,C008,液压油箱,0.6858,0.538,结合传感器能量和检测记录，液压油箱的温度异常与材料阶段高风险实体 HMAT-00398 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-01230,HFB-01230,EPS1,0.8739,PS1,0.5557,C004,溢流阀,0.8056,0.6125,该案例表现为中度阀芯卡滞，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-01231,HFB-01231,VS1,0.93,VS1,0.8137,C011,管路总成,0.8587,0.6775,管路总成出现中度振动异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-01005。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。
HCASE-01232,HFB-01232,PS6,0.8526,PS1,0.5469,C005,蓄能器,0.7505,0.5758,结合传感器能量和检测记录，蓄能器的温度异常与设计阶段高风险实体 HDES-00677 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-01233,HFB-01233,TS3,0.8309,FS2,0.709,C008,液压油箱,0.7613,0.5779,结合传感器能量和检测记录，冷却器的阀芯卡滞与运维阶段高风险实体 HOPR-01233 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-01234,HFB-01234,EPS1,0.7697,FS1,0.5458,C004,溢流阀,0.7679,0.6766,该案例表现为中度泄漏异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-01235,HFB-01235,PS5,0.7305,PS6,0.5664,C003,作动筒,0.6948,0.5453,作动筒出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01235。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-01236,HFB-01236,EPS1,0.797,EPS1,0.6974,C012,卸荷阀,0.743,0.604,该案例表现为轻微温度异常，根因更可能由检测阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-01237,HFB-01237,TS2,0.8021,FS1,0.5397,C006,冷却器,0.7459,0.6339,冷却器出现轻微温度异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00888。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-01238,HFB-01238,PS3,0.9171,FS1,0.7764,C002,方向控制阀,0.8235,0.6668,该案例表现为中度阀芯卡滞，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-01239,HFB-01239,FS1,0.8008,TS3,0.7772,C008,液压油箱,0.797,0.6583,该案例表现为中度流量异常，根因更可能由制造阶段隐患累积触发。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-01240,HFB-01240,PS3,0.8369,PS3,0.7323,C010,节流阀,0.7721,0.6306,结合传感器能量和检测记录，节流阀的流量异常与运维阶段高风险实体 HOPR-01240 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-01241,HFB-01241,PS5,0.7117,PS2,0.5536,C010,节流阀,0.7242,0.5724,该案例表现为轻微流量异常，根因更可能由装配阶段隐患累积触发。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-01242,HFB-01242,VS1,0.8958,PS2,0.5723,C001,液压泵总成,0.8413,0.6111,结合传感器能量和检测记录，液压泵总成的压力异常与运维阶段高风险实体 HOPR-01242 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-01243,HFB-01243,FS1,0.8271,FS1,0.7237,C007,过滤器,0.7629,0.6209,结合传感器能量和检测记录，过滤器的温度异常与材料阶段高风险实体 HMAT-00129 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-01244,HFB-01244,PS1,0.7159,PS3,0.5838,C012,卸荷阀,0.7401,0.6434,该案例表现为中度阀芯卡滞，根因更可能由设计阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-01245,HFB-01245,PS4,0.8762,PS5,0.769,C003,作动筒,0.7936,0.6769,该案例表现为轻微压力异常，根因更可能由设计阶段隐患累积触发。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-01246,HFB-01246,EPS1,0.7389,PS6,0.628,C004,溢流阀,0.7388,0.6504,结合传感器能量和检测记录，溢流阀的泄漏异常与材料阶段高风险实体 HMAT-00019 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-01247,HFB-01247,TS2,0.7974,TS3,0.7728,C006,冷却器,0.736,0.5849,结合传感器能量和检测记录，冷却器的温度异常与检测阶段高风险实体 HINSP-01247 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-01248,HFB-01248,PS1,0.7543,PS2,0.5719,C012,卸荷阀,0.7502,0.6237,结合传感器能量和检测记录，卸荷阀的泄漏异常与运维阶段高风险实体 HOPR-01248 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
HCASE-01249,HFB-01249,TS4,0.7391,FS1,0.7039,C007,过滤器,0.7058,0.5708,该案例表现为轻微振动异常，根因更可能由运维阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。
HCASE-01250,HFB-01250,PS6,0.7292,FS2,0.5447,C011,管路总成,0.7475,0.6201,该案例表现为中度压力异常，根因更可能由设计阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。
HCASE-01251,HFB-01251,PS5,0.7516,PS3,0.7504,C010,节流阀,0.7671,0.5876,节流阀出现中度流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01251。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-01252,HFB-01252,EPS1,0.8344,TS1,0.5505,C004,溢流阀,0.7445,0.5392,结合传感器能量和检测记录，溢流阀的温度异常与运维阶段高风险实体 HOPR-01252 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-01253,HFB-01253,TS2,0.7465,FS1,0.5771,C006,冷却器,0.7227,0.6252,冷却器出现轻微流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01253。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-01254,HFB-01254,PS6,0.9015,PS2,0.6396,C005,蓄能器,0.7666,0.606,蓄能器出现轻微阀芯卡滞，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01254。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-01255,HFB-01255,PS1,0.85,PS1,0.7437,C001,液压泵总成,0.7801,0.608,液压泵总成出现轻微压力异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00600。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-01256,HFB-01256,PS1,0.8237,PS1,0.7208,C012,卸荷阀,0.7588,0.5835,结合传感器能量和检测记录，卸荷阀的泄漏异常与运维阶段高风险实体 HOPR-01256 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-01257,HFB-01257,VS1,0.72,PS4,0.571,C011,管路总成,0.7322,0.5761,该案例表现为轻微压力异常，根因更可能由装配阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。
HCASE-01258,HFB-01258,PS4,0.7869,PS4,0.6885,C002,方向控制阀,0.7347,0.5545,该案例表现为轻微阀芯卡滞，根因更可能由装配阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-01259,HFB-01259,TS2,0.7529,TS3,0.7784,C006,冷却器,0.7402,0.6019,结合传感器能量和检测记录，冷却器的温度异常与检测阶段高风险实体 HINSP-01259 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成温度异常。
HCASE-01260,HFB-01260,PS4,0.7853,PS3,0.5837,C003,作动筒,0.7358,0.5808,作动筒出现轻微泄漏异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01260。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-01261,HFB-01261,TS4,0.7472,FS1,0.7282,C007,过滤器,0.7105,0.5597,该案例表现为轻微压力异常，根因更可能由制造阶段隐患累积触发。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-01262,HFB-01262,PS4,0.7048,PS3,0.7564,C002,方向控制阀,0.733,0.6596,结合传感器能量和检测记录，方向控制阀的流量异常与材料阶段高风险实体 HMAT-00204 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-01263,HFB-01263,FS1,0.6762,PS5,0.5368,C002,方向控制阀,0.6692,0.5895,该案例表现为轻微压力异常，根因更可能由设计阶段隐患累积触发。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-01264,HFB-01264,PS3,0.9248,PS3,0.8092,C002,方向控制阀,0.8281,0.6351,方向控制阀出现中度流量异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00188。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。
HCASE-01265,HFB-01265,PS2,0.7908,EPS1,0.5762,C005,蓄能器,0.7364,0.5689,蓄能器出现轻微压力异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00289。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-01266,HFB-01266,FS1,0.7115,TS1,0.5195,C008,液压油箱,0.6716,0.5268,液压油箱出现轻微振动异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01266。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。
HCASE-01267,HFB-01267,PS1,0.6693,PS2,0.5426,C012,卸荷阀,0.6721,0.5534,该案例表现为轻微温度异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。
HCASE-01268,HFB-01268,PS2,0.8033,PS1,0.5629,C004,溢流阀,0.743,0.6348,结合传感器能量和检测记录，溢流阀的阀芯卡滞与制造阶段高风险实体 HMAN-01006 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。
HCASE-01269,HFB-01269,FS1,0.7265,PS2,0.6093,C012,卸荷阀,0.7016,0.5456,卸荷阀出现轻微泄漏异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-01269。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。
