feedback_id,case_id,component_uid,component_code,component_name,fault_type,fault_position,fault_severity,diagnosis_confidence,rca_text,fault_evolution_text,rca_confidence,true_reason_id,true_reason_type,true_stage
HFB-01617,HCASE-01617,HCU-01617,C003,作动筒,flow_abnormal,作动筒,slight,0.7396,结合传感器能量和检测记录，作动筒的流量异常与检测阶段高风险实体 HINSP-01617 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5935,HINSP-01617,InspectionRecord,inspection
HFB-01618,HCASE-01618,HCU-01618,C005,蓄能器,pressure_abnormal,蓄能器,slight,0.6997,该案例表现为轻微压力异常，根因更可能由材料阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.6027,HMAT-00389,MaterialBatch,material
HFB-01619,HCASE-01619,HCU-01619,C006,冷却器,valve_stuck,冷却器,slight,0.6732,该案例表现为轻微阀芯卡滞，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5974,HOPR-01619,MaintenanceRecord,operation
HFB-01620,HCASE-01620,HCU-01620,C008,液压油箱,flow_abnormal,液压油箱,medium,0.6933,液压油箱出现中度流量异常，生命周期风险集中在设计阶段，建议优先追溯 HDES-00575。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.6179,HDES-00575,DesignSpec,design
HFB-01621,HCASE-01621,HCU-01621,C003,作动筒,oil_leakage,作动筒,medium,0.6645,结合传感器能量和检测记录，作动筒的泄漏异常与装配阶段高风险实体 HASM-01621 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6112,HASM-01621,AssemblyRecord,assembly
HFB-01622,HCASE-01622,HCU-01622,C005,蓄能器,valve_stuck,蓄能器,slight,0.6224,该案例表现为轻微阀芯卡滞，根因更可能由装配阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成阀芯卡滞。,0.5458,HASM-01622,AssemblyRecord,assembly
HFB-01623,HCASE-01623,HCU-01623,C004,溢流阀,oil_leakage,溢流阀,slight,0.7203,溢流阀出现轻微泄漏异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-01623。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.6201,HASM-01623,AssemblyRecord,assembly
HFB-01624,HCASE-01624,HCU-01624,C009,单向阀,valve_stuck,单向阀,medium,0.6646,该案例表现为中度阀芯卡滞，根因更可能由检测阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6234,HINSP-01624,InspectionRecord,inspection
HFB-01625,HCASE-01625,HCU-01625,C007,过滤器,valve_stuck,过滤器,slight,0.5755,结合传感器能量和检测记录，过滤器的阀芯卡滞与制造阶段高风险实体 HMAN-00984 一致。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5389,HMAN-00984,ManufacturingBatch,manufacturing
HFB-01626,HCASE-01626,HCU-01626,C003,作动筒,vibration_abnormal,作动筒,medium,0.6623,作动筒出现中度振动异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01626。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。,0.5865,HOPR-01626,MaintenanceRecord,operation
HFB-01627,HCASE-01627,HCU-01627,C008,液压油箱,temperature_abnormal,液压油箱,slight,0.6556,液压油箱出现轻微温度异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-01627。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5879,HASM-01627,AssemblyRecord,assembly
HFB-01628,HCASE-01628,HCU-01628,C011,管路总成,flow_abnormal,管路总成,medium,0.7332,该案例表现为中度流量异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5968,HOPR-01628,MaintenanceRecord,operation
HFB-01629,HCASE-01629,HCU-01629,C001,液压泵总成,vibration_abnormal,液压泵总成,medium,0.7065,结合传感器能量和检测记录，液压泵总成的振动异常与材料阶段高风险实体 HMAT-00495 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。,0.6434,HMAT-00495,MaterialBatch,material
HFB-01630,HCASE-01630,HCU-01630,C002,方向控制阀,oil_leakage,方向控制阀,slight,0.6635,方向控制阀出现轻微泄漏异常，生命周期风险集中在材料阶段，建议优先追溯 HMAT-00048。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5524,HMAT-00048,MaterialBatch,material
HFB-01631,HCASE-01631,HCU-01631,C012,卸荷阀,vibration_abnormal,卸荷阀,slight,0.681,结合传感器能量和检测记录，卸荷阀的振动异常与装配阶段高风险实体 HASM-01631 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。,0.5538,HASM-01631,AssemblyRecord,assembly
HFB-01632,HCASE-01632,HCU-01632,C008,液压油箱,pressure_abnormal,液压油箱,slight,0.7404,液压油箱出现轻微压力异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01632。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6206,HOPR-01632,MaintenanceRecord,operation
HFB-01633,HCASE-01633,HCU-01633,C011,管路总成,oil_leakage,管路总成,medium,0.7595,该案例表现为中度泄漏异常，根因更可能由运维阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6534,HOPR-01633,MaintenanceRecord,operation
HFB-01634,HCASE-01634,HCU-01634,C011,管路总成,oil_leakage,管路总成,medium,0.7164,该案例表现为中度泄漏异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6271,HOPR-01634,MaintenanceRecord,operation
HFB-01635,HCASE-01635,HCU-01635,C006,冷却器,temperature_abnormal,冷却器,slight,0.6261,结合传感器能量和检测记录，冷却器的温度异常与材料阶段高风险实体 HMAT-00196 一致。,材料阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5923,HMAT-00196,MaterialBatch,material
HFB-01636,HCASE-01636,HCU-01636,C008,液压油箱,vibration_abnormal,液压油箱,slight,0.6969,液压油箱出现轻微振动异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01636。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.6036,HOPR-01636,MaintenanceRecord,operation
HFB-01637,HCASE-01637,HCU-01637,C001,液压泵总成,valve_stuck,液压泵总成,slight,0.6725,结合传感器能量和检测记录，液压泵总成的阀芯卡滞与材料阶段高风险实体 HMAT-00328 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5805,HMAT-00328,MaterialBatch,material
HFB-01638,HCASE-01638,HCU-01638,C011,管路总成,pressure_abnormal,管路总成,medium,0.7664,该案例表现为中度压力异常，根因更可能由运维阶段隐患累积触发。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6325,HOPR-01638,MaintenanceRecord,operation
HFB-01639,HCASE-01639,HCU-01639,C011,管路总成,flow_abnormal,管路总成,medium,0.7506,管路总成出现中度流量异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-01639。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.6148,HASM-01639,AssemblyRecord,assembly
HFB-01640,HCASE-01640,HCU-01640,C001,液压泵总成,oil_leakage,液压泵总成,medium,0.6219,该案例表现为中度泄漏异常，根因更可能由制造阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.5627,HMAN-00910,ManufacturingBatch,manufacturing
HFB-01641,HCASE-01641,HCU-01641,C009,单向阀,valve_stuck,单向阀,slight,0.7034,结合传感器能量和检测记录，单向阀的阀芯卡滞与运维阶段高风险实体 HOPR-01641 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5997,HOPR-01641,MaintenanceRecord,operation
HFB-01642,HCASE-01642,HCU-01642,C012,卸荷阀,pressure_abnormal,卸荷阀,medium,0.7383,结合传感器能量和检测记录，卸荷阀的压力异常与运维阶段高风险实体 HOPR-01642 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成压力异常。,0.6345,HOPR-01642,MaintenanceRecord,operation
HFB-01643,HCASE-01643,HCU-01643,C006,冷却器,temperature_abnormal,冷却器,slight,0.6585,结合传感器能量和检测记录，冷却器的温度异常与运维阶段高风险实体 HOPR-01643 一致。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6638,HOPR-01643,MaintenanceRecord,operation
HFB-01644,HCASE-01644,HCU-01644,C007,过滤器,temperature_abnormal,过滤器,slight,0.7243,过滤器出现轻微温度异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-01644。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5835,HASM-01644,AssemblyRecord,assembly
HFB-01645,HCASE-01645,HCU-01645,C011,管路总成,oil_leakage,管路总成,medium,0.7703,该案例表现为中度泄漏异常，根因更可能由设计阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.673,HPIP-00294,PipeDesignParam,design
HFB-01646,HCASE-01646,HCU-01646,C009,单向阀,vibration_abnormal,单向阀,slight,0.6526,单向阀出现轻微振动异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00961。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成振动异常。,0.5857,HMAN-00961,ManufacturingBatch,manufacturing
HFB-01647,HCASE-01647,HCU-01647,C006,冷却器,vibration_abnormal,冷却器,slight,0.6238,冷却器出现轻微振动异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-01647。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5677,HASM-01647,AssemblyRecord,assembly
HFB-01648,HCASE-01648,HCU-01648,C006,冷却器,temperature_abnormal,冷却器,slight,0.6806,结合传感器能量和检测记录，冷却器的温度异常与材料阶段高风险实体 HMAT-00181 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5864,HMAT-00181,MaterialBatch,material
HFB-01649,HCASE-01649,HCU-01649,C010,节流阀,flow_abnormal,节流阀,slight,0.675,结合传感器能量和检测记录，节流阀的流量异常与运维阶段高风险实体 HOPR-01649 一致。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.6234,HOPR-01649,MaintenanceRecord,operation
HFB-01650,HCASE-01650,HCU-01650,C007,过滤器,oil_leakage,过滤器,slight,0.6046,过滤器出现轻微泄漏异常，生命周期风险集中在制造阶段，建议优先追溯 HMAN-00190。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为轻微故障。,0.5733,HMAN-00190,ManufacturingBatch,manufacturing
HFB-01651,HCASE-01651,HCU-01651,C005,蓄能器,flow_abnormal,蓄能器,slight,0.6789,蓄能器出现轻微流量异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01651。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.6033,HOPR-01651,MaintenanceRecord,operation
HFB-01652,HCASE-01652,HCU-01652,C012,卸荷阀,pressure_abnormal,卸荷阀,medium,0.7584,该案例表现为中度压力异常，根因更可能由装配阶段隐患累积触发。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6649,HASM-01652,AssemblyRecord,assembly
HFB-01653,HCASE-01653,HCU-01653,C005,蓄能器,oil_leakage,蓄能器,slight,0.5903,该案例表现为轻微泄漏异常，根因更可能由材料阶段隐患累积触发。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成泄漏异常。,0.5565,HMAT-00075,MaterialBatch,material
HFB-01654,HCASE-01654,HCU-01654,C004,溢流阀,oil_leakage,溢流阀,medium,0.7059,结合传感器能量和检测记录，溢流阀的泄漏异常与装配阶段高风险实体 HASM-01654 一致。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5976,HASM-01654,AssemblyRecord,assembly
HFB-01655,HCASE-01655,HCU-01655,C004,溢流阀,flow_abnormal,溢流阀,medium,0.7189,溢流阀出现中度流量异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-01655。,隐患先导致局部性能退化，随后传感器能量向关联通道集中，最终形成流量异常。,0.5595,HASM-01655,AssemblyRecord,assembly
HFB-01656,HCASE-01656,HCU-01656,C003,作动筒,oil_leakage,作动筒,medium,0.6698,该案例表现为中度泄漏异常，根因更可能由材料阶段隐患累积触发。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.5888,HMAT-00225,MaterialBatch,material
HFB-01657,HCASE-01657,HCU-01657,C004,溢流阀,vibration_abnormal,溢流阀,slight,0.68,结合传感器能量和检测记录，溢流阀的振动异常与设计阶段高风险实体 HDES-00159 一致。,设计阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5649,HDES-00159,DesignSpec,design
HFB-01658,HCASE-01658,HCU-01658,C002,方向控制阀,flow_abnormal,方向控制阀,medium,0.7182,方向控制阀出现中度流量异常，生命周期风险集中在装配阶段，建议优先追溯 HASM-01658。,装配阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6364,HASM-01658,AssemblyRecord,assembly
HFB-01659,HCASE-01659,HCU-01659,C008,液压油箱,flow_abnormal,液压油箱,medium,0.7384,结合传感器能量和检测记录，液压油箱的流量异常与制造阶段高风险实体 HMAN-00323 一致。,早期异常较弱，运行载荷放大后出现指标漂移，并逐步演化为中度故障。,0.6181,HMAN-00323,ManufacturingBatch,manufacturing
HFB-01660,HCASE-01660,HCU-01660,C012,卸荷阀,oil_leakage,卸荷阀,medium,0.7576,卸荷阀出现中度泄漏异常，生命周期风险集中在运维阶段，建议优先追溯 HOPR-01660。,运维阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.5867,HOPR-01660,MaintenanceRecord,operation
HFB-01661,HCASE-01661,HCU-01661,C001,液压泵总成,pressure_abnormal,液压泵总成,medium,0.6846,结合传感器能量和检测记录，液压泵总成的压力异常与制造阶段高风险实体 HMAN-00186 一致。,制造阶段风险与运行工况耦合后引起状态劣化，检测指标随严重度同步升高。,0.6946,HMAN-00186,ManufacturingBatch,manufacturing
